会社名,四半期,区分,科目,前期末,当期末
ワカバ製薬,2024Q2,PL,法人税等,,1200
ワカバ製薬,2024Q3,BS,現金及び預金,,2500
ワカバ製薬,2024Q3,BS,預け金,,1700
ワカバ製薬,2024Q3,BS,営業債権,,27100
ワカバ製薬,2024Q3,BS,棚卸資産,,8400
ワカバ製薬,2024Q3,BS,その他流動資産,,2800
ワカバ製薬,2024Q3,BS,有形固定資産(純額),,34000
ワカバ製薬,2024Q3,BS,投資その他の資産,,4300
ワカバ製薬,2024Q3,BS,営業債務,,11100
ワカバ製薬,2024Q3,BS,短期借入金,,0
ワカバ製薬,2024Q3,BS,その他流動負債,,6100
ワカバ製薬,2024Q3,BS,長期借入金,,17700
ワカバ製薬,2024Q3,BS,その他固定負債,,5300
ワカバ製薬,2024Q3,BS,退職給付引当金,,7800
ワカバ製薬,2024Q3,BS,純資産合計,,32800
ワカバ製薬,2024Q3,PL,売上高,,52400
ワカバ製薬,2024Q3,PL,営業利益,,600
ワカバ製薬,2024Q3,PL,税引前当期純利益,,100
ワカバ製薬,2024Q3,PL,減価償却費,,5500
ワカバ製薬,2024Q3,PL,受取利息及び受取配当金,,100
ワカバ製薬,2024Q3,PL,支払利息,,400
ワカバ製薬,2024Q3,PL,固定資産売却損益(益は+、損は−),,-200
ワカバ製薬,2024Q3,補足,有形固定資産の売却による収入,,3100
ワカバ製薬,2024Q4,BS,現金及び預金,,8500
ワカバ製薬,2024Q4,BS,預け金,,0
ワカバ製薬,2024Q4,BS,営業債権,,27000
ワカバ製薬,2024Q4,BS,棚卸資産,,9600
ワカバ製薬,2024Q4,BS,その他流動資産,,3500
ワカバ製薬,2024Q4,BS,有形固定資産(純額),,39000
ワカバ製薬,2024Q4,BS,投資その他の資産,,4300
ワカバ製薬,2024Q4,BS,営業債務,,11200
ワカバ製薬,2024Q4,BS,短期借入金,,900
ワカバ製薬,2024Q4,BS,その他流動負債,,6600
ワカバ製薬,2024Q4,BS,長期借入金,,20700
ワカバ製薬,2024Q4,BS,その他固定負債,,5700
ワカバ製薬,2024Q4,BS,退職給付引当金,,8600
ワカバ製薬,2024Q4,BS,純資産合計,,38200
ワカバ製薬,2024Q4,PL,売上高,,51300
ワカバ製薬,2024Q4,PL,営業利益,,7900
ワカバ製薬,2024Q4,PL,税引前当期純利益,,8000
ワカバ製薬,2024Q4,PL,減価償却費,,5200
ワカバ製薬,2024Q4,PL,受取利息及び受取配当金,,400
ワカバ製薬,2024Q4,PL,支払利息,,1100
ワカバ製薬,2024Q4,PL,固定資産売却損益(益は+、損は−),,800
ワカバ製薬,2024Q4,PL,法人税等,,2600
ワカバ製薬,2024Q4,補足,有形固定資産の売却による収入,,900
ワカバ製薬,2025Q1,BS,現金及び預金,,6900
ワカバ製薬,2025Q1,BS,預け金,,1200
ワカバ製薬,2025Q1,BS,営業債権,,24400
ワカバ製薬,2025Q1,BS,棚卸資産,,10200
ワカバ製薬,2025Q1,BS,その他流動資産,,3400
ワカバ製薬,2025Q1,BS,有形固定資産(純額),,42000
ワカバ製薬,2025Q1,BS,投資その他の資産,,5400
ワカバ製薬,2025Q1,BS,営業債務,,9400
ワカバ製薬,2025Q1,BS,短期借入金,,600
ワカバ製薬,2025Q1,BS,その他流動負債,,7000
ワカバ製薬,2025Q1,BS,長期借入金,,20200
ワカバ製薬,2025Q1,BS,その他固定負債,,5100
ワカバ製薬,2025Q1,BS,退職給付引当金,,9500
ワカバ製薬,2025Q1,BS,純資産合計,,41700
ワカバ製薬,2025Q1,PL,売上高,,51800
ワカバ製薬,2025Q1,PL,営業利益,,6200
ワカバ製薬,2025Q1,PL,税引前当期純利益,,6400
ワカバ製薬,2025Q1,PL,減価償却費,,1600
ワカバ製薬,2025Q1,PL,受取利息及び受取配当金,,400
ワカバ製薬,2025Q1,PL,支払利息,,200
ワカバ製薬,2025Q1,PL,法人税等,,2000
ワカバ製薬,2025Q1,SS,剰余金の配当(配当金の支払額),,900
ワカバ製薬,2025Q2,BS,現金及び預金,,5500
ワカバ製薬,2025Q2,BS,預け金,,4100
ワカバ製薬,2025Q2,BS,営業債権,,25800
ワカバ製薬,2025Q2,BS,棚卸資産,,8900
ワカバ製薬,2025Q2,BS,その他流動資産,,2900
ワカバ製薬,2025Q2,BS,有形固定資産(純額),,44900
ワカバ製薬,2025Q2,BS,投資その他の資産,,5600
ワカバ製薬,2025Q2,BS,営業債務,,10400
ワカバ製薬,2025Q2,BS,短期借入金,,0
ワカバ製薬,2025Q2,BS,その他流動負債,,7800
ワカバ製薬,2025Q2,BS,長期借入金,,20600
ワカバ製薬,2025Q2,BS,その他固定負債,,5100
ワカバ製薬,2025Q2,BS,退職給付引当金,,9300
ワカバ製薬,2025Q2,BS,純資産合計,,44500
ワカバ製薬,2025Q2,PL,売上高,,52900
ワカバ製薬,2025Q2,PL,営業利益,,4900
ワカバ製薬,2025Q2,PL,税引前当期純利益,,4100
ワカバ製薬,2025Q2,PL,減価償却費,,5000
ワカバ製薬,2025Q2,PL,受取利息及び受取配当金,,100
ワカバ製薬,2025Q2,PL,支払利息,,500
ワカバ製薬,2025Q2,PL,固定資産売却損益(益は+、損は−),,-400
ワカバ製薬,2025Q2,PL,法人税等,,1300
ワカバ製薬,2025Q2,補足,有形固定資産の売却による収入,,1900
ワカバ製薬,2025Q3,BS,現金及び預金,,2400
ワカバ製薬,2025Q3,BS,預け金,,3500
ワカバ製薬,2025Q3,BS,営業債権,,26200
ワカバ製薬,2025Q3,BS,棚卸資産,,9400
ワカバ製薬,2025Q3,BS,その他流動資産,,3700
ワカバ製薬,2025Q3,BS,有形固定資産(純額),,46500
ワカバ製薬,2025Q3,BS,投資その他の資産,,4700
ワカバ製薬,2025Q3,BS,営業債務,,10400
ワカバ製薬,2025Q3,BS,短期借入金,,400
ワカバ製薬,2025Q3,BS,その他流動負債,,7500
ワカバ製薬,2025Q3,BS,長期借入金,,17500
ワカバ製薬,2025Q3,BS,その他固定負債,,5800
ワカバ製薬,2025Q3,BS,退職給付引当金,,9100
ワカバ製薬,2025Q3,BS,純資産合計,,45700
ワカバ製薬,2025Q3,PL,売上高,,54300
ワカバ製薬,2025Q3,PL,営業利益,,2500
ワカバ製薬,2025Q3,PL,税引前当期純利益,,1700
ワカバ製薬,2025Q3,PL,減価償却費,,5200
ワカバ製薬,2025Q3,PL,受取利息及び受取配当金,,300
ワカバ製薬,2025Q3,PL,支払利息,,1100
ワカバ製薬,2025Q3,PL,法人税等,,500
ワカバ製薬,2025Q4,BS,現金及び預金,,500
ワカバ製薬,2025Q4,BS,預け金,,1300
ワカバ製薬,2025Q4,BS,営業債権,,29600
ワカバ製薬,2025Q4,BS,棚卸資産,,9600
ワカバ製薬,2025Q4,BS,その他流動資産,,3100
ワカバ製薬,2025Q4,BS,有形固定資産(純額),,49000
ワカバ製薬,2025Q4,BS,投資その他の資産,,6100
ワカバ製薬,2025Q4,BS,営業債務,,13300
ワカバ製薬,2025Q4,BS,短期借入金,,500
ワカバ製薬,2025Q4,BS,その他流動負債,,7700
ワカバ製薬,2025Q4,BS,長期借入金,,14000
ワカバ製薬,2025Q4,BS,その他固定負債,,5400
ワカバ製薬,2025Q4,BS,退職給付引当金,,9900
ワカバ製薬,2025Q4,BS,純資産合計,,48400
ワカバ製薬,2025Q4,PL,売上高,,55900
ワカバ製薬,2025Q4,PL,営業利益,,4200
ワカバ製薬,2025Q4,PL,税引前当期純利益,,3900
ワカバ製薬,2025Q4,PL,減価償却費,,2800
ワカバ製薬,2025Q4,PL,受取利息及び受取配当金,,100
ワカバ製薬,2025Q4,PL,支払利息,,900
ワカバ製薬,2025Q4,PL,固定資産売却損益(益は+、損は−),,500
ワカバ製薬,2025Q4,PL,法人税等,,1200
ワカバ製薬,2025Q4,補足,有形固定資産の売却による収入,,2100
ワカバ製薬,2026Q1,BS,現金及び預金,,500
ワカバ製薬,2026Q1,BS,預け金,,3100
ワカバ製薬,2026Q1,BS,営業債権,,28800
ワカバ製薬,2026Q1,BS,棚卸資産,,11400
ワカバ製薬,2026Q1,BS,その他流動資産,,3700
ワカバ製薬,2026Q1,BS,有形固定資産(純額),,49400
ワカバ製薬,2026Q1,BS,投資その他の資産,,7500
ワカバ製薬,2026Q1,BS,営業債務,,11600
ワカバ製薬,2026Q1,BS,短期借入金,,7400
ワカバ製薬,2026Q1,BS,その他流動負債,,7600
ワカバ製薬,2026Q1,BS,長期借入金,,11900
ワカバ製薬,2026Q1,BS,その他固定負債,,5800
ワカバ製薬,2026Q1,BS,退職給付引当金,,10600
ワカバ製薬,2026Q1,BS,純資産合計,,49500
ワカバ製薬,2026Q1,PL,売上高,,56500
ワカバ製薬,2026Q1,PL,営業利益,,2000
ワカバ製薬,2026Q1,PL,税引前当期純利益,,2400
ワカバ製薬,2026Q1,PL,減価償却費,,3100
ワカバ製薬,2026Q1,PL,受取利息及び受取配当金,,400
ワカバ製薬,2026Q1,PL,支払利息,,200
ワカバ製薬,2026Q1,PL,固定資産売却損益(益は+、損は−),,200
ワカバ製薬,2026Q1,PL,法人税等,,800
ワカバ製薬,2026Q1,補足,有形固定資産の売却による収入,,1100
ワカバ製薬,2026Q1,SS,剰余金の配当(配当金の支払額),,500
キセキ電子,2023Q4,BS,現金及び預金,3500,1400
キセキ電子,2023Q4,BS,預け金,700,300
キセキ電子,2023Q4,BS,営業債権,4600,4100
キセキ電子,2023Q4,BS,棚卸資産,2100,2600
キセキ電子,2023Q4,BS,その他流動資産,800,900
キセキ電子,2023Q4,BS,有形固定資産(純額),14800,15400
キセキ電子,2023Q4,BS,投資その他の資産,1200,1700
キセキ電子,2023Q4,BS,営業債務,5700,5500
キセキ電子,2023Q4,BS,短期借入金,1700,2400
キセキ電子,2023Q4,BS,その他流動負債,2100,2400
キセキ電子,2023Q4,BS,長期借入金,3200,1900
キセキ電子,2023Q4,BS,その他固定負債,2200,2100
キセキ電子,2023Q4,BS,退職給付引当金,1800,2000
キセキ電子,2023Q4,BS,純資産合計,11000,10100
キセキ電子,2023Q4,PL,売上高,,24900
キセキ電子,2023Q4,PL,営業利益,,-400
キセキ電子,2023Q4,PL,税引前当期純利益,,-900
キセキ電子,2023Q4,PL,減価償却費,,1600
キセキ電子,2023Q4,PL,支払利息,,500
キセキ電子,2024Q1,BS,現金及び預金,,500
キセキ電子,2024Q1,BS,預け金,,600
キセキ電子,2024Q1,BS,営業債権,,5200
キセキ電子,2024Q1,BS,棚卸資産,,3600
キセキ電子,2024Q1,BS,その他流動資産,,1100
キセキ電子,2024Q1,BS,有形固定資産(純額),,15800
キセキ電子,2024Q1,BS,投資その他の資産,,1700
キセキ電子,2024Q1,BS,営業債務,,5000
キセキ電子,2024Q1,BS,短期借入金,,4500
キセキ電子,2024Q1,BS,その他流動負債,,2800
キセキ電子,2024Q1,BS,長期借入金,,1100
キセキ電子,2024Q1,BS,その他固定負債,,2400
キセキ電子,2024Q1,BS,退職給付引当金,,2000
キセキ電子,2024Q1,BS,純資産合計,,10700
キセキ電子,2024Q1,PL,売上高,,24800
キセキ電子,2024Q1,PL,営業利益,,1600
キセキ電子,2024Q1,PL,税引前当期純利益,,1400
キセキ電子,2024Q1,PL,減価償却費,,1200
キセキ電子,2024Q1,PL,受取利息及び受取配当金,,100
キセキ電子,2024Q1,PL,支払利息,,300
キセキ電子,2024Q1,PL,法人税等,,400
キセキ電子,2024Q1,SS,剰余金の配当(配当金の支払額),,400
キセキ電子,2024Q2,BS,現金及び預金,,3600
キセキ電子,2024Q2,BS,預け金,,800
キセキ電子,2024Q2,BS,営業債権,,4700
キセキ電子,2024Q2,BS,棚卸資産,,4200
キセキ電子,2024Q2,BS,その他流動資産,,900
キセキ電子,2024Q2,BS,有形固定資産(純額),,17500
キセキ電子,2024Q2,BS,投資その他の資産,,1300
キセキ電子,2024Q2,BS,営業債務,,5600
キセキ電子,2024Q2,BS,短期借入金,,3500
キセキ電子,2024Q2,BS,その他流動負債,,3100
キセキ電子,2024Q2,BS,長期借入金,,1800
キセキ電子,2024Q2,BS,その他固定負債,,2300
キセキ電子,2024Q2,BS,退職給付引当金,,2200
キセキ電子,2024Q2,BS,純資産合計,,14500
キセキ電子,2024Q2,PL,売上高,,24500
キセキ電子,2024Q2,PL,営業利益,,1500
キセキ電子,2024Q2,PL,税引前当期純利益,,1500
キセキ電子,2024Q2,PL,減価償却費,,2000
キセキ電子,2024Q2,PL,受取利息及び受取配当金,,200
キセキ電子,2024Q2,PL,支払利息,,200
キセキ電子,2024Q2,PL,法人税等,,500
キセキ電子,2024Q2,SS,新株の発行(増資),,2200
キセキ電子,2024Q2,SS,自己株式の処分,,600
キセキ電子,2024Q3,BS,現金及び預金,,7400
キセキ電子,2024Q3,BS,預け金,,1600
キセキ電子,2024Q3,BS,営業債権,,4000
キセキ電子,2024Q3,BS,棚卸資産,,3500
キセキ電子,2024Q3,BS,その他流動資産,,700
キセキ電子,2024Q3,BS,有形固定資産(純額),,19000
キセキ電子,2024Q3,BS,投資その他の資産,,1000
キセキ電子,2024Q3,BS,営業債務,,6500
キセキ電子,2024Q3,BS,短期借入金,,3900
キセキ電子,2024Q3,BS,その他流動負債,,3500
キセキ電子,2024Q3,BS,長期借入金,,2300
キセキ電子,2024Q3,BS,その他固定負債,,2400
キセキ電子,2024Q3,BS,退職給付引当金,,2500
キセキ電子,2024Q3,BS,純資産合計,,16100
キセキ電子,2024Q3,PL,売上高,,24500
キセキ電子,2024Q3,PL,営業利益,,3100
キセキ電子,2024Q3,PL,税引前当期純利益,,3000
キセキ電子,2024Q3,PL,減価償却費,,1800
キセキ電子,2024Q3,PL,受取利息及び受取配当金,,100
キセキ電子,2024Q3,PL,支払利息,,200
キセキ電子,2024Q3,PL,法人税等,,1000
キセキ電子,2024Q3,SS,剰余金の配当(配当金の支払額),,400
キセキ電子,2024Q4,BS,現金及び預金,,10300
キセキ電子,2024Q4,BS,預け金,,1600
キセキ電子,2024Q4,BS,営業債権,,3900
キセキ電子,2024Q4,BS,棚卸資産,,3100
キセキ電子,2024Q4,BS,その他流動資産,,800
キセキ電子,2024Q4,BS,有形固定資産(純額),,19200
キセキ電子,2024Q4,BS,投資その他の資産,,1100
キセキ電子,2024Q4,BS,営業債務,,6700
キセキ電子,2024Q4,BS,短期借入金,,4700
キセキ電子,2024Q4,BS,その他流動負債,,3400
キセキ電子,2024Q4,BS,長期借入金,,2600
キセキ電子,2024Q4,BS,その他固定負債,,2600
キセキ電子,2024Q4,BS,退職給付引当金,,2800
キセキ電子,2024Q4,BS,純資産合計,,17200
キセキ電子,2024Q4,PL,売上高,,25000
キセキ電子,2024Q4,PL,営業利益,,1800
キセキ電子,2024Q4,PL,税引前当期純利益,,1600
キセキ電子,2024Q4,PL,減価償却費,,2000
キセキ電子,2024Q4,PL,受取利息及び受取配当金,,100
キセキ電子,2024Q4,PL,支払利息,,300
キセキ電子,2024Q4,PL,法人税等,,500
キセキ電子,2025Q1,BS,現金及び預金,,11500
キセキ電子,2025Q1,BS,預け金,,1100
キセキ電子,2025Q1,BS,営業債権,,3700
キセキ電子,2025Q1,BS,棚卸資産,,2700
キセキ電子,2025Q1,BS,その他流動資産,,1000
キセキ電子,2025Q1,BS,有形固定資産(純額),,20000
キセキ電子,2025Q1,BS,投資その他の資産,,1400
キセキ電子,2025Q1,BS,営業債務,,7500
キセキ電子,2025Q1,BS,短期借入金,,3700
キセキ電子,2025Q1,BS,その他流動負債,,3700
キセキ電子,2025Q1,BS,長期借入金,,3000
キセキ電子,2025Q1,BS,その他固定負債,,2700
キセキ電子,2025Q1,BS,退職給付引当金,,2900
キセキ電子,2025Q1,BS,純資産合計,,17900
キセキ電子,2025Q1,PL,売上高,,25400
キセキ電子,2025Q1,PL,営業利益,,1300
キセキ電子,2025Q1,PL,税引前当期純利益,,1600
キセキ電子,2025Q1,PL,減価償却費,,900
キセキ電子,2025Q1,PL,受取利息及び受取配当金,,100
キセキ電子,2025Q1,PL,支払利息,,100
キセキ電子,2025Q1,PL,固定資産売却損益(益は+、損は−),,300
キセキ電子,2025Q1,PL,法人税等,,500
キセキ電子,2025Q1,補足,有形固定資産の売却による収入,,1000
キセキ電子,2025Q1,SS,剰余金の配当(配当金の支払額),,400
キセキ電子,2025Q2,BS,現金及び預金,,11300
キセキ電子,2025Q2,BS,預け金,,500
キセキ電子,2025Q2,BS,営業債権,,4500
キセキ電子,2025Q2,BS,棚卸資産,,2100
キセキ電子,2025Q2,BS,その他流動資産,,1200
キセキ電子,2025Q2,BS,有形固定資産(純額),,20900
キセキ電子,2025Q2,BS,投資その他の資産,,1600
キセキ電子,2025Q2,BS,営業債務,,6600
キセキ電子,2025Q2,BS,短期借入金,,3900
キセキ電子,2025Q2,BS,その他流動負債,,4100
キセキ電子,2025Q2,BS,長期借入金,,1900
キセキ電子,2025Q2,BS,その他固定負債,,3000
キセキ電子,2025Q2,BS,退職給付引当金,,3100
キセキ電子,2025Q2,BS,純資産合計,,19500
キセキ電子,2025Q2,PL,売上高,,25000
キセキ電子,2025Q2,PL,営業利益,,2800
キセキ電子,2025Q2,PL,税引前当期純利益,,2400
キセキ電子,2025Q2,PL,減価償却費,,1500
キセキ電子,2025Q2,PL,支払利息,,400
キセキ電子,2025Q2,PL,法人税等,,800
キセキ電子,2025Q3,BS,現金及び預金,,12400
キセキ電子,2025Q3,BS,預け金,,0
キセキ電子,2025Q3,BS,営業債権,,4500
キセキ電子,2025Q3,BS,棚卸資産,,2300
キセキ電子,2025Q3,BS,その他流動資産,,1400
キセキ電子,2025Q3,BS,有形固定資産(純額),,21100
キセキ電子,2025Q3,BS,投資その他の資産,,1600
キセキ電子,2025Q3,BS,営業債務,,7600
キセキ電子,2025Q3,BS,短期借入金,,3400
キセキ電子,2025Q3,BS,その他流動負債,,4300
キセキ電子,2025Q3,BS,長期借入金,,700
キセキ電子,2025Q3,BS,その他固定負債,,3200
キセキ電子,2025Q3,BS,退職給付引当金,,3400
キセキ電子,2025Q3,BS,純資産合計,,20700
キセキ電子,2025Q3,PL,売上高,,25600
キセキ電子,2025Q3,PL,営業利益,,1200
キセキ電子,2025Q3,PL,税引前当期純利益,,1200
キセキ電子,2025Q3,PL,減価償却費,,2200
キセキ電子,2025Q3,PL,受取利息及び受取配当金,,100
キセキ電子,2025Q3,PL,支払利息,,100
キセキ電子,2025Q3,PL,法人税等,,400
キセキ電子,2025Q3,SS,新株の発行(増資),,600
キセキ電子,2025Q3,SS,剰余金の配当(配当金の支払額),,200
キセキ電子,2025Q4,BS,現金及び預金,,13500
キセキ電子,2025Q4,BS,預け金,,400
キセキ電子,2025Q4,BS,営業債権,,3400
キセキ電子,2025Q4,BS,棚卸資産,,2500
キセキ電子,2025Q4,BS,その他流動資産,,1200
キセキ電子,2025Q4,BS,有形固定資産(純額),,20700
キセキ電子,2025Q4,BS,投資その他の資産,,2000
キセキ電子,2025Q4,BS,営業債務,,6800
キセキ電子,2025Q4,BS,短期借入金,,4000
キセキ電子,2025Q4,BS,その他流動負債,,4200
キセキ電子,2025Q4,BS,長期借入金,,100
キセキ電子,2025Q4,BS,その他固定負債,,3000
キセキ電子,2025Q4,BS,退職給付引当金,,3700
キセキ電子,2025Q4,BS,純資産合計,,21900
キセキ電子,2025Q4,PL,売上高,,25700
キセキ電子,2025Q4,PL,営業利益,,2000
キセキ電子,2025Q4,PL,税引前当期純利益,,1800
キセキ電子,2025Q4,PL,減価償却費,,1500
キセキ電子,2025Q4,PL,受取利息及び受取配当金,,100
キセキ電子,2025Q4,PL,支払利息,,300
キセキ電子,2025Q4,PL,法人税等,,600
キセキ電子,2025Q4,補足,有形固定資産の売却による収入,,900
キセキ電子,2026Q1,BS,現金及び預金,,13900
キセキ電子,2026Q1,BS,預け金,,0
キセキ電子,2026Q1,BS,営業債権,,3100
キセキ電子,2026Q1,BS,棚卸資産,,2200
キセキ電子,2026Q1,BS,その他流動資産,,1000
キセキ電子,2026Q1,BS,有形固定資産(純額),,20800
キセキ電子,2026Q1,BS,投資その他の資産,,1700
キセキ電子,2026Q1,BS,営業債務,,6100
キセキ電子,2026Q1,BS,短期借入金,,4100
キセキ電子,2026Q1,BS,その他流動負債,,4100
キセキ電子,2026Q1,BS,長期借入金,,0
キセキ電子,2026Q1,BS,その他固定負債,,3000
キセキ電子,2026Q1,BS,退職給付引当金,,3800
キセキ電子,2026Q1,BS,純資産合計,,21600
キセキ電子,2026Q1,PL,売上高,,25900
キセキ電子,2026Q1,PL,営業利益,,-200
キセキ電子,2026Q1,PL,税引前当期純利益,,-300
キセキ電子,2026Q1,PL,減価償却費,,2400
キセキ電子,2026Q1,PL,受取利息及び受取配当金,,100
キセキ電子,2026Q1,PL,支払利息,,200
ヤマト包装,2023Q4,BS,現金及び預金,15300,9900
ヤマト包装,2023Q4,BS,預け金,8200,6400
ヤマト包装,2023Q4,BS,営業債権,15800,15500
ヤマト包装,2023Q4,BS,棚卸資産,13200,12600
ヤマト包装,2023Q4,BS,その他流動資産,3000,3800
ヤマト包装,2023Q4,BS,有形固定資産(純額),50100,51200
ヤマト包装,2023Q4,BS,投資その他の資産,3900,3500
ヤマト包装,2023Q4,BS,営業債務,8400,9300
ヤマト包装,2023Q4,BS,短期借入金,10900,8000
ヤマト包装,2023Q4,BS,その他流動負債,3500,2800
ヤマト包装,2023Q4,BS,長期借入金,16400,13100
ヤマト包装,2023Q4,BS,その他固定負債,4500,4000
ヤマト包装,2023Q4,BS,退職給付引当金,3200,3300
ヤマト包装,2023Q4,BS,純資産合計,62600,62400
ヤマト包装,2023Q4,PL,売上高,,61000
ヤマト包装,2023Q4,PL,営業利益,,-900
ヤマト包装,2023Q4,PL,税引前当期純利益,,-1200
ヤマト包装,2023Q4,PL,減価償却費,,2900
ヤマト包装,2023Q4,PL,受取利息及び受取配当金,,100
ヤマト包装,2023Q4,PL,支払利息,,400
ヤマト包装,2023Q4,SS,自己株式の処分,,1000
ヤマト包装,2024Q1,BS,現金及び預金,,7600
ヤマト包装,2024Q1,BS,預け金,,8900
ヤマト包装,2024Q1,BS,営業債権,,14900
ヤマト包装,2024Q1,BS,棚卸資産,,12500
ヤマト包装,2024Q1,BS,その他流動資産,,3900
ヤマト包装,2024Q1,BS,有形固定資産(純額),,50200
ヤマト包装,2024Q1,BS,投資その他の資産,,3400
ヤマト包装,2024Q1,BS,営業債務,,7300
ヤマト包装,2024Q1,BS,短期借入金,,8800
ヤマト包装,2024Q1,BS,その他流動負債,,3200
ヤマト包装,2024Q1,BS,長期借入金,,10900
ヤマト包装,2024Q1,BS,その他固定負債,,4000
ヤマト包装,2024Q1,BS,退職給付引当金,,3700
ヤマト包装,2024Q1,BS,純資産合計,,63500
ヤマト包装,2024Q1,PL,売上高,,61800
ヤマト包装,2024Q1,PL,営業利益,,2700
ヤマト包装,2024Q1,PL,税引前当期純利益,,2100
ヤマト包装,2024Q1,PL,減価償却費,,4700
ヤマト包装,2024Q1,PL,受取利息及び受取配当金,,100
ヤマト包装,2024Q1,PL,支払利息,,500
ヤマト包装,2024Q1,PL,固定資産売却損益(益は+、損は−),,-200
ヤマト包装,2024Q1,PL,法人税等,,700
ヤマト包装,2024Q1,補足,有形固定資産の売却による収入,,800
ヤマト包装,2024Q1,SS,剰余金の配当(配当金の支払額),,300
ヤマト包装,2024Q2,BS,現金及び預金,,17900
ヤマト包装,2024Q2,BS,預け金,,10400
ヤマト包装,2024Q2,BS,営業債権,,14100
ヤマト包装,2024Q2,BS,棚卸資産,,11500
ヤマト包装,2024Q2,BS,その他流動資産,,3800
ヤマト包装,2024Q2,BS,有形固定資産(純額),,48800
ヤマト包装,2024Q2,BS,投資その他の資産,,3000
ヤマト包装,2024Q2,BS,営業債務,,7200
ヤマト包装,2024Q2,BS,短期借入金,,7100
ヤマト包装,2024Q2,BS,その他流動負債,,3000
ヤマト包装,2024Q2,BS,長期借入金,,12300
ヤマト包装,2024Q2,BS,その他固定負債,,4300
ヤマト包装,2024Q2,BS,退職給付引当金,,4500
ヤマト包装,2024Q2,BS,純資産合計,,71100
ヤマト包装,2024Q2,PL,売上高,,62700
ヤマト包装,2024Q2,PL,営業利益,,9100
ヤマト包装,2024Q2,PL,税引前当期純利益,,8100
ヤマト包装,2024Q2,PL,減価償却費,,2600
ヤマト包装,2024Q2,PL,受取利息及び受取配当金,,300
ヤマト包装,2024Q2,PL,支払利息,,1100
ヤマト包装,2024Q2,PL,固定資産売却損益(益は+、損は−),,-200
ヤマト包装,2024Q2,PL,法人税等,,2600
ヤマト包装,2024Q2,補足,有形固定資産の売却による収入,,3100
ヤマト包装,2024Q2,SS,新株の発行(増資),,2100
ヤマト包装,2024Q3,BS,現金及び預金,,14200
ヤマト包装,2024Q3,BS,預け金,,11600
ヤマト包装,2024Q3,BS,営業債権,,14900
ヤマト包装,2024Q3,BS,棚卸資産,,11000
ヤマト包装,2024Q3,BS,その他流動資産,,3900
ヤマト包装,2024Q3,BS,有形固定資産(純額),,48000
ヤマト包装,2024Q3,BS,投資その他の資産,,2700
ヤマト包装,2024Q3,BS,営業債務,,4800
ヤマト包装,2024Q3,BS,短期借入金,,5800
ヤマト包装,2024Q3,BS,その他流動負債,,3100
ヤマト包装,2024Q3,BS,長期借入金,,8700
ヤマト包装,2024Q3,BS,その他固定負債,,4300
ヤマト包装,2024Q3,BS,退職給付引当金,,4300
ヤマト包装,2024Q3,BS,純資産合計,,75300
ヤマト包装,2024Q3,PL,売上高,,66300
ヤマト包装,2024Q3,PL,営業利益,,8900
ヤマト包装,2024Q3,PL,税引前当期純利益,,8100
ヤマト包装,2024Q3,PL,減価償却費,,4900
ヤマト包装,2024Q3,PL,受取利息及び受取配当金,,100
ヤマト包装,2024Q3,PL,支払利息,,900
ヤマト包装,2024Q3,PL,法人税等,,2600
ヤマト包装,2024Q3,SS,剰余金の配当(配当金の支払額),,1300
ヤマト包装,2024Q4,BS,現金及び預金,,5300
ヤマト包装,2024Q4,BS,預け金,,13900
ヤマト包装,2024Q4,BS,営業債権,,16300
ヤマト包装,2024Q4,BS,棚卸資産,,13200
ヤマト包装,2024Q4,BS,その他流動資産,,4400
ヤマト包装,2024Q4,BS,有形固定資産(純額),,50700
ヤマト包装,2024Q4,BS,投資その他の資産,,3100
ヤマト包装,2024Q4,BS,営業債務,,5600
ヤマト包装,2024Q4,BS,短期借入金,,3800
ヤマト包装,2024Q4,BS,その他流動負債,,2800
ヤマト包装,2024Q4,BS,長期借入金,,6200
ヤマト包装,2024Q4,BS,その他固定負債,,3700
ヤマト包装,2024Q4,BS,退職給付引当金,,4200
ヤマト包装,2024Q4,BS,純資産合計,,80600
ヤマト包装,2024Q4,PL,売上高,,70200
ヤマト包装,2024Q4,PL,営業利益,,6600
ヤマト包装,2024Q4,PL,税引前当期純利益,,6700
ヤマト包装,2024Q4,PL,減価償却費,,5200
ヤマト包装,2024Q4,PL,受取利息及び受取配当金,,300
ヤマト包装,2024Q4,PL,支払利息,,200
ヤマト包装,2024Q4,PL,法人税等,,2100
ヤマト包装,2024Q4,SS,自己株式の処分,,700
ヤマト包装,2025Q1,BS,現金及び預金,,8700
ヤマト包装,2025Q1,BS,預け金,,16200
ヤマト包装,2025Q1,BS,営業債権,,14900
ヤマト包装,2025Q1,BS,棚卸資産,,15200
ヤマト包装,2025Q1,BS,その他流動資産,,4400
ヤマト包装,2025Q1,BS,有形固定資産(純額),,50400
ヤマト包装,2025Q1,BS,投資その他の資産,,3100
ヤマト包装,2025Q1,BS,営業債務,,5400
ヤマト包装,2025Q1,BS,短期借入金,,6100
ヤマト包装,2025Q1,BS,その他流動負債,,3700
ヤマト包装,2025Q1,BS,長期借入金,,5800
ヤマト包装,2025Q1,BS,その他固定負債,,4200
ヤマト包装,2025Q1,BS,退職給付引当金,,4700
